"sect","title","authors","views","issue","year","page_order"
"Primary Article","Variable Selection in Regression Mixture Modeling for the Discovery of Gene Regulatory Networks","Mayetri Gupta#Joseph G Ibrahim",119,479,2007,12
"Primary Article","Implementation of Estimating Function-Based Inference Procedures With Markov Chain Monte Carlo Samplers","Lu Tian#Jun S Liu#L. J Wei",112,479,2007,13
"Primary Article","Comment","Xuming He#Feifang Hu",40,479,2007,14
"Primary Article","Comment","John D Kalbfleisch#Wenyu Jiang",41,479,2007,15
"Primary Article","Comment","Joseph G Ibrahim#Hongtu Zhu",44,479,2007,16
"Primary Article","Comment","Michael R Kosorok#Jason P Fine",46,479,2007,17
"Primary Article","Rejoinder","Lu Tian#Jun Liu#L. J Wei",40,479,2007,18
"Primary Article","Oracle and Adaptive Compound Decision Rules for False Discovery Rate Control","Wenguang Sun#T. Tony Cai",186,479,2007,19
"Primary Article","Detecting Sparse Signals in Random Fields, With an Application to Brain Mapping","Jonathan E Taylor#Keith J Worsley",139,479,2007,20
"Primary Article","Importance Sampling for Estimating p Values in Linkage Analysis","Jianxin Shi#David Siegmund#Benny Yakir",65,479,2007,21
"Primary Article","Optimal Tests of Noncorrelation Between Multivariate Time Series","Marc Hallin#Abdessamad Saidi",71,479,2007,22
"Primary Article","Longitudinal Studies With Outcome-Dependent Follow-upModels and Bayesian Regression","Duchwan Ryu#Debajyoti Sinha#Bani Mallick#Stuart R Lipsitz#Steven E Lipshultz",113,479,2007,23
"Primary Article","Bayesian Curve Classification Using Wavelets","Xiaohui Wang#Shubhankar Ray#Bani K Mallick",179,479,2007,24
"Primary Article","Robust Truncated Hinge Loss Support Vector Machines","Yichao Wu#Yufeng Liu",197,479,2007,25
"Primary Article","Functional Principal Component Regression and Functional Partial Least Squares","Philip T Reiss#R. Todd Ogden",629,479,2007,26
"Primary Article","On Directional Regression for Dimension Reduction","Bing Li#Shaoli Wang",501,479,2007,27
"Primary Article","Optimal Geostatistical Model Selection","Hsin-Cheng Huang#Chun-Shu Chen",140,479,2007,28
"Primary Article","Variable Selection in Finite Mixture of Regression Models","Abbas Khalili#Jiahua Chen",281,479,2007,29
"Primary Article","Unified LASSO Estimation by Least Squares Approximation","Hansheng Wang#Chenlei Leng",465,479,2007,30
"Primary Article","Sensitivity Analysis for Instrumental Variables Regression With Overidentifying Restrictions","Dylan S Small",119,479,2007,31
"Primary Article","Robust Modeling for Inference From Generalized Linear Model Classes","Maengseok Noh#Youngjo Lee",140,479,2007,32
"Book Review","Book Reviews","",32,479,2007,33
"Book Review","Encyclopedia of Statistical Sciences","Joseph Cavanaugh",66,479,2007,34
"Book Review","Longitudinal Data Analysis","Vincent J Carey",86,479,2007,35
"Book Review","Applied MANOVA and Discriminant Analysis","Anil K Ghosh",87,479,2007,36
"Book Review","Statistical Matching: Theory and Practice","Fritz Scheuren",55,479,2007,37
"Book Review","Nonparametric Functional Data Analysis: Theory and Practice","Mark Greenwood",60,479,2007,38
"Book Review","Point Process Theory and Applications: Marked Point and Piecewise Deterministic Processes","Martin Schlather",56,479,2007,39
"Book Review","Measure Theory and Probability Theory","Peter C Kiessler",53,479,2007,40
"Book Review","Probabilistic Symmetries and Invariance Principles","Charles M Goldie",47,479,2007,41
"Book Review","Time Series Analysis and Its Applications: With R Examples","Robert Lund",117,479,2007,42
"Book Review","Automatic Nonuniform Random Variate Generation","Mary Kathryn Cowles",36,479,2007,43
"Book Review","Using Statistical Methods for Water Quality Management: Issues, Problems, and Solutions","Bryan Manly",50,479,2007,44
"Book Review","Telegraphic Reviews","",35,479,2007,45
"Primary Article","From Data to PolicyScientific Excellence Is Our Future","Sallie Keller-McNulty",75,478,2007,1
"Primary Article","Model-Assisted Estimation of Forest Resources With Generalized Additive Models","Jean D Opsomer#F. Jay Breidt#Gretchen G Moisen#Göran Kauermann",128,478,2007,2
"Primary Article","Comment","David Ruppert",36,478,2007,3
"Primary Article","Comment","Mary C Christman",33,478,2007,4
"Primary Article","Comment","Roderick J Little",45,478,2007,5
"Primary Article","Rejoinder","Jean D Opsomer#F. Jay Breidt#Gretchen G Moisen#Göran Kauermann",32,478,2007,6
"Primary Article","Spatial Bayesian Variable Selection With Application to Functional Magnetic Resonance Imaging","Michael Smith#Ludwig Fahrmeir",320,478,2007,7
"Primary Article","Disability and EmploymentReevaluating the Evidence in Light of Reporting Errors","Brent Kreider#John V Pepper",238,478,2007,8
"Primary Article","Spatiotemporal Models for Region of Interest Analyses of Functional Neuroimaging Data","F. Dubois Bowman",193,478,2007,9
"Primary Article","An “Unfolding” Latent Variable Model for Likert Attitude DataDrawing Inferences Adjusted for Response Style","Kristin N Javaras#Brian D Ripley",229,478,2007,10
"Primary Article","Accounting for Spatial Dependence in the Analysis of SPECT Brain Imaging Data","Jeffrey S Spence#Patrick S Carmack#Richard F Gunst#William R Schucany#Wayne A Woodward#Robert W Haley",98,478,2007,11
"Primary Article","Combining Information From Two Surveys to Estimate County-Level Prevalence Rates of Cancer Risk Factors and Screening","Trivellore E Raghunathan#Dawei Xie#Nathaniel Schenker#Van L Parsons#William W Davis#Kevin W Dodd#Eric J Feuer",239,478,2007,12
"Primary Article","Multiple Testing of General ContrastsTruncated Closure and the Extended Shaffer–Royen Method","Peter H Westfall#Randall D Tobias",121,478,2007,13
"Primary Article","Estimating the Null and the Proportion of Nonnull Effects in Large-Scale Multiple Comparisons","Jiashun Jin#T. Tony Cai",152,478,2007,14
"Primary Article","Shotgun Stochastic Search for “Large p” Regression","Chris Hans#Adrian Dobra#Mike West",179,478,2007,15
"Primary Article","Multiple Hypothesis Testing by Clustering Treatment Effects","David B Dahl#Michael A Newton",130,478,2007,16
"Primary Article","Evaluating Prediction Rules for t-Year Survivors With Censored Regression Models","Hajime Uno#Tianxi Cai#Lu Tian#L. J Wei",241,478,2007,17
"Primary Article","Partially Linear Hazard Regression for Multivariate Survival Data","Jianwen Cai#Jianqing Fan#Jiancheng Jiang#Haibo Zhou",119,478,2007,18
"Primary Article","Smoothed Rank Regression With Censored Data","Glenn Heller",104,478,2007,19
"Primary Article","Flexible Cure Rate Modeling Under Latent Activation Schemes","Freda Cooner#Sudipto Banerjee#Bradley P Carlin#Debajyoti Sinha",123,478,2007,20
"Primary Article","Sensitivity Analyses Comparing Time-to-Event Outcomes Existing Only in a Subset Selected Postrandomization","Bryan E Shepherd#Peter B Gilbert#Thomas Lumley",61,478,2007,21
"Primary Article","On L1-Norm Multiclass Support Vector MachinesMethodology and Theory","Lifeng Wang#Xiaotong Shen",229,478,2007,22
"Primary Article","Scan Statistics With Weighted Observations","Hock Peng Chan#Nancy Ruonan Zhang",58,478,2007,23
"Primary Article","Determining the Number of Factors in the General Dynamic Factor Model","Marc Hallin#Roman Liška",346,478,2007,24
"Primary Article","Dynamic Integration of Time- and State-Domain Methods for Volatility Estimation","Jianqing Fan#Yingying Fan#Jiancheng Jiang",77,478,2007,25
"Primary Article","Analysis of Longitudinal Data With Semiparametric Estimation of Covariance Function","Jianqing Fan#Tao Huang#Runze Li",249,478,2007,26
"Primary Article","Empirical Likelihood for a Varying Coefficient Model With Longitudinal Data","Liugen Xue#Lixing Zhu",331,478,2007,27
"Primary Article","Optimal Incomplete Block Designs","J. P Morgan",91,478,2007,28
"Primary Article","Robust Model-Based and Model-Assisted Predictors of the Finite Population Total","Yan Li#P Lahiri",58,478,2007,29
"Primary Article","Model Averaging and Dimension Selection for the Singular Value Decomposition","Peter D Hoff",140,478,2007,30
"Primary Article","High-Dimension, Low–Sample Size Perspectives in Constrained Statistical InferenceThe SARSCoV RNA Genome in Illustration","Pranab K Sen#Ming-Tien Tsai#Yuh-Shan Jou",76,478,2007,31
"Primary Article","Pivotal Bootstrap Methods for k-Sample Problems in Directional Statistics and Shape Analysis","G. J. A Amaral#I. L Dryden#Andrew T. A Wood",153,478,2007,32
"Primary Article","Nonparametric Tests for Perfect Judgment Rankings","Jesse Frey#Omer Ozturk#Jayant V Deshpande",88,478,2007,33
"Primary Article","Smooth Location-Dependent Bandwidth Selection for Local Polynomial Regression","Ilya Gluhovsky#Alexander Gluhovsky",66,478,2007,34
"Primary Article","Semiparametric Estimation of Spectral Density With Irregular Observations","Hae Kyung IM#Michael L Stein#Zhengyuan Zhu",107,478,2007,35
"Primary Article","A Nonparametric Assessment of Properties of Space–Time Covariance Functions","Bo LI#Marc G Genton#Michael Sherman",93,478,2007,36
"Primary Article","Jump Surface Estimation, Edge Detection, and Image Restoration","Peihua Qiu",117,478,2007,37
"Book Review","Book Reviews","",40,478,2007,38
"Book Review","A First Course in Monte Carlo","Brian Caffo",76,478,2007,39
"Book Review","Simulation Techniques in Financial Risk Management","Alexandra Dias",51,478,2007,40
"Book Review","Pattern Recognition Algorithms for Data Mining","M Last",73,478,2007,41
"Book Review","Robust Statistical Methods with R","David E Tyler",42,478,2007,42
"Book Review","Generalized Additive Models: An Introduction With R","Christine M Anderson-Cook",195,478,2007,43
"Book Review","Nonparametric Regression Methods for Longitudinal Data Analysis. Mixed-effects Modeling Approaches","Ciprian M Crainiceanu",106,478,2007,44
"Book Review","Theory of Preliminary Test and Stein-Type Estimation With Applications","William E Strawderman",48,478,2007,45
"Book Review","Test Equating, Scaling, and Linking: Methods and Practices","Thomas R Boucher",74,478,2007,46
"Book Review","Advanced Distance Sampling: Estimating Abundance of Biological Populations","Tore Schweder",65,478,2007,47
"Book Review","Exact Analysis of Discrete Data","James G Booth",46,478,2007,48
"Book Review","A Modern Theory of Factorial Design","Christine M Anderson-Cook",44,478,2007,49
"Book Review","Introductory Stochastic Analysis for Finance and Insurance","Thorsten Rheinlander",48,478,2007,50
"Book Review","Measures, Integrals and Martingales","Filip Lindskog",37,478,2007,51
"Book Review","Advanced Statistics From an Elementary Point of View","Mitchell Watnik",37,478,2007,52
"Book Review","Applied Statistics for Engineers and Scientists","Webster West",97,478,2007,53
"Book Review","Biostatistics: a Bayesian Introduction","Debajyoti Sinha",63,478,2007,54
"Book Review","Telegraphic Reviews","",39,478,2007,55
"Primary Article","The Pro Bono Statistician","Fritz Scheuren",64,477,2007,1
"Primary Article","Prediction of U.S. Cancer Mortality Counts Using Semiparametric Bayesian Techniques","Kaushik Ghosh#Ram C Tiwari",91,477,2007,2
"Primary Article","Periodic Seasonal Reg-ARFIMA–GARCH Models for Daily Electricity Spot Prices","Siem Jan Koopman#Marius Ooms#M. Angeles Carnero",342,477,2007,3
"Primary Article","Cost (or Price) Forecasting in the Face of Technological Advance","David A Harville#Emmanuel Yashchin",49,477,2007,4
"Primary Article","Spatial Analyses of Periodontal Data Using Conditionally Autoregressive Priors Having Two Classes of Neighbor Relations","Brian J Reich#James S Hodges#Bradley P Carlin",81,477,2007,5
"Primary Article","A Unified Semiparametric Framework for Quantitative Trait Loci Analyses, With Application to Spike Phenotypes","Chunfang Jin#Jason P Fine#Brian S Yandell",53,477,2007,6
"Primary Article","Episodic Nonlinear Event Detection in the Canadian Exchange Rate","Melvin J Hinich#Apostolos Serletis",67,477,2007,7
"Primary Article","Minimum Distance Matched Sampling With Fine Balance in an Observational Study of Treatment for Ovarian Cancer","Paul R Rosenbaum#Richard N Ross#Jeffrey H Silber",112,477,2007,8
"Primary Article","Inference for Stereological Extremes","P Bortot#S. G Coles#S. A Sisson",114,477,2007,9
"Primary Article","Correlation and Large-Scale Simultaneous Significance Testing","Bradley Efron",523,477,2007,10
"Primary Article","Detecting Differential Expressions in GeneChip Microarray StudiesA Quantile Approach","Huixia Wang#Xuming He",89,477,2007,11
"Primary Article","Optimal Shrinkage Estimation of Variances With Applications to Microarray Data Analysis","Tiejun Tong#Yuedong Wang",99,477,2007,12
"Primary Article","Efficient Estimation of Population-Level Summaries in General Semiparametric Regression Models","Arnab Maity#Yanyuan Ma#Raymond J Carroll",67,477,2007,13
"Primary Article","A Simple Risk-Adjusted Exponentially Weighted Moving Average","Olivia Grigg#David Spiegelhalter",163,477,2007,14
"Primary Article","Additive Expectancy Regression","Ying Qing Chen",88,477,2007,15
"Primary Article","Semiparametric Transformation Models With Random Effects for Recurrent Events","Donglin Zeng#D. Y Lin",132,477,2007,16
"Primary Article","Minimum Area Confidence Set Optimality for Confidence Bands in Simple Linear Regression","W Liu#A. J Hayter",76,477,2007,17
"Primary Article","Interference Between Units in Randomized Experiments","Paul R Rosenbaum",220,477,2007,18
"Primary Article","Mixed Hidden Markov ModelsAn Extension of the Hidden Markov Model to the Longitudinal Data Setting","Rachel MacKay Altman",244,477,2007,19
"Primary Article","Transition Models for Multivariate Longitudinal Binary Data","Leilei Zeng#Richard J Cook",180,477,2007,20
"Primary Article","Implementing Optimal Allocation in Sequential Binary Response Experiments","Yevgen Tymofyeyev#William F Rosenberger#Feifang Hu",112,477,2007,21
"Primary Article","Controlling Variable Selection by the Addition of Pseudovariables","Yujun Wu#Dennis D Boos#Leonard A Stefanski",156,477,2007,22
"Primary Article","Extending the Akaike Information Criterion to Mixture Regression Models","Prasad A Naik#Peide Shi#Chih-Ling Tsai",122,477,2007,23
"Primary Article","Quantile Regression in Reproducing Kernel Hilbert Spaces","Youjuan Li#Yufeng Liu#Ji Zhu",192,477,2007,24
"Primary Article","Power Transformation Toward a Linear Regression Quantile","Yunming Mu#Xuming He",187,477,2007,25
"Primary Article","A Sturdy Reduced-Bias Extreme Quantile (VaR) Estimator","M. Ivette Gomes#Dinis Pestana",140,477,2007,26
"Primary Article","Variance Reduction in Multiparameter Likelihood Models","Ming-Yen Cheng#Liang Peng",61,477,2007,27
"Primary Article","Stochastic Approximation in Monte Carlo Computation","Faming Liang#Chuanhai Liu#Raymond J Carroll",293,477,2007,28
"Primary Article","Approximate Likelihood for Large Irregularly Spaced Spatial Data","Montserrat Fuentes",282,477,2007,29
"Primary Article","Empirical Likelihood Inference in Nonlinear Errors-in-Covariables Models With Validation Data","Winfried Stute#Liugen Xue#Lixing Zhu",131,477,2007,30
"Primary Article","Robust Tests in Regression Models With Omnibus Alternatives and Bounded Influence","Lan Wang#Annie Qu",81,477,2007,31
"Primary Article","Strictly Proper Scoring Rules, Prediction, and Estimation","Tilmann Gneiting#Adrian E Raftery",1581,477,2007,32
"Book Review","Book Reviews","",41,477,2007,33
"Book Review","Statistical Methods in the Atmospheric Sciences","William (Matt) Briggs",177,477,2007,34
"Book Review","Weather Derivative Valuation: The Meteorological, Statistical, Financial and Mathematical Foundations","Juri Hinz",69,477,2007,35
"Book Review","Statistics for Fission Track Analysis","Paul F Green",46,477,2007,36
"Book Review","Stochastic Processes and Models","John Fricks",48,477,2007,37
"Book Review","Statistical Analysis of Stochastic Processes in Time","Robert Lund",37,477,2007,38
"Book Review","Fractal-Based Point Processes","Johanna Neslehova",38,477,2007,39
"Book Review","Partial Identification of Probability Distributions","Alan F Karr",51,477,2007,40
"Book Review","Vertical Density Representations and Its Applications","James E Gentle",32,477,2007,41
"Book Review","A Kalman Filter Primer","Kary L Myers",84,477,2007,42
"Book Review","Introduction to Regression Modeling","John H Walker",156,477,2007,43
"Book Review","Introduction to Linear Models and Statistical Inference","Lane A Eubank",34,477,2007,44
"Book Review","Functional Approach to Optimal Experimental Design","Christine M Anderson-Cook",43,477,2007,45
"Book Review","Statistical Matching: A Frequentist Theory, Practical Applications and Alternative Bayesian Approaches","Alan F Karr",68,477,2007,46
"Book Review","Scientific Reasoning: The Bayesian Approach","Glenn Shafer",105,477,2007,47
"Book Review","Modeling in Medical Decision Making: A Bayesian Approach","George Woodworth",75,477,2007,48
"Book Review","Computational Genome Analysis: An Introduction","Paul Havlak",49,477,2007,49
"Book Review","Bioinformatics and Computational Biology Solutions Using R and Bioconductor","J. Wade Davis",100,477,2007,50
"Book Review","All of Nonparametric Statistics","Greg Ridgeway",68,477,2007,51
"Book Review","Analysis of Integrated and Co-Integrated Time Series With R","Jane L Harvill",52,477,2007,52
"Book Review","Applied Choice Analysis: A Primer","David Brownstone",176,477,2007,53
"Book Review","Telegraphic Reviews","",36,477,2007,54
"Primary Article","Letter to the Editor","Stuart G Baker",32,477,2007,55
"Primary Article","Hidden Markov Models for Microarray Time Course Data in Multiple Biological Conditions","Ming Yuan#Christina Kendziorski",166,476,2006,1
"Primary Article","Discussion","Hongzhe Li#Fangxin Hong",36,476,2006,2
"Primary Article","Discussion","Dan Nettleton",36,476,2006,3
"Primary Article","Rejoinder","Ming Yuan#Christina Kendziorski",31,476,2006,4
"Primary Article","A Bayesian Approach for Incorporating Variable Rates of Heterogeneity in Linkage Analysis","Swati Biswas#Shili Lin",41,476,2006,5
"Primary Article","Using Wavelet-Based Functional Mixed Models to Characterize Population Heterogeneity in Accelerometer ProfilesA Case Study","Jeffrey S Morris#Cassandra Arroyo#Brent A Coull#Louise M Ryan#Richard Herrick#Steven L Gortmaker",83,476,2006,6
"Primary Article","A Nonstationary Negative Binomial Time Series With Time-Dependent CovariatesEnterococcus Counts in Boston Harbor","E. Andrés Houseman#Brent A Coull#James P Shine",87,476,2006,7
"Primary Article","Nonparametric Modeling of the Left Censorship of Analytical Data in Food Risk Assessment","Jessica Tressou",77,476,2006,8
"Primary Article","Small-Area Estimation With State–Space Models Subject to Benchmark Constraints","Danny Pfeffermann#Richard Tiller",120,476,2006,9
"Primary Article","What Do Randomized Studies of Housing Mobility Demonstrate?Causal Inference in the Face of Interference","Michael E Sobel",376,476,2006,10
"Primary Article","Exceedance Control of the False Discovery Proportion","Christopher R Genovese#Larry Wasserman",130,476,2006,11
"Primary Article","The Adaptive Lasso and Its Oracle Properties","Hui Zou",3214,476,2006,12
"Primary Article","Estimating Network Loss Rates Using Active Tomography","Bowei Xi#George Michailidis#Vijayan N Nair",83,476,2006,13
"Primary Article","Focused Information Criteria and Model Averaging for the Cox Hazard Regression Model","Nils Lid Hjort#Gerda Claeskens",165,476,2006,14
"Primary Article","Locally Efficient Estimators for Semiparametric Models With Measurement Error","Yanyuan Ma#Raymond J Carroll",81,476,2006,15
"Primary Article","Robust Estimation of Mixture Complexity","Mi-Ja Woo#T. N Sriram",91,476,2006,16
"Primary Article","Bayesian WomblingCurvilinear Gradient Assessment Under Spatial Process Models","Sudipto Banerjee#Alan E Gelfand",100,476,2006,17
"Primary Article","A Composite Likelihood Approach in Fitting Spatial Point Process Models","Yongtao Guan",186,476,2006,18
"Primary Article","Nonparametric Analysis of Factorial Designs With Random MissingnessBivariate Data","Michael G Akritas#Efi S Antoniou#Jouni Kuha",49,476,2006,19
"Primary Article","Empirical Bayesian Analysis for Computer Experiments Involving Finite-Difference Codes","Dorin Drignei#Max D Morris",40,476,2006,20
"Primary Article","Fixed-Width Output Analysis for Markov Chain Monte Carlo","Galin L Jones#Murali Haran#Brian S Caffo#Ronald Neath",159,476,2006,21
"Primary Article","Inference for Mixtures of Finite Polya Tree Models","Timothy E Hanson",257,476,2006,22
"Primary Article","Hierarchical Dirichlet Processes","Yee Whye Teh#Michael I Jordan#Matthew J Beal#David M Blei",3296,476,2006,23
"Primary Article","A Monte Carlo Approach to Filtering for a Class of Marked Doubly Stochastic Poisson Processes","Silvia Centanni#Marco Minozzo",95,476,2006,24
"Primary Article","Generalized Exponential Predictors for Time Series Forecasting","Prabir Burman#Robert H Shumway",95,476,2006,25
"Primary Article","Regression and Weighting Methods for Causal Inference Using Instrumental Variables","Zhiqiang Tan",173,476,2006,26
"Primary Article","A Distributional Approach for Causal Inference Using Propensity Scores","Zhiqiang Tan",205,476,2006,27
"Primary Article","Fourier Methods for Estimating the Central Subspace and the Central Mean Subspace in Regression","Yu Zhu#Peng Zeng",101,476,2006,28
"Primary Article","Families of Multivariate Distributions Involving the Rosenblatt Construction","Barry C Arnold#Enrique Castillo#José María Sarabia",103,476,2006,29
"Primary Article","Inference on the Number of Species Through Geometric Lower Bounds","Chang Xuan Mao",65,476,2006,30
"Primary Article","Optimizing the Expected Overlap of Survey Samples via the Northwest Corner Rule","Lenka Mach#Philip T Reiss#Ioana Şchiopu-Kratina",51,476,2006,31
"Primary Article","Algorithms for Constructing Combined Strata Variance Estimators","Wilson W Lu#J. Michael Brick#Randy R Sitter",65,476,2006,32
"Primary Article","Concomitants of Multivariate Order Statistics With Application to Judgment Poststratification","Xinlei Wang#Lynne Stokes#Johan Lim#Min Chen",90,476,2006,33
"Primary Article","The Hazard PotentialIntroduction and Overview","Nozer D Singpurwalla",118,476,2006,34
"Book Review","Book Reviews","",32,476,2006,35
"Book Review","Introduction to Statistical Thought","Steven N MacEachern",37,476,2006,36
"Book Review","The Grammar of Graphics","Thomas E Bradstreet",47,476,2006,37
"Book Review","Statistics for Experimenters: Design, Innovation, and Discovery","Terry Speed",119,476,2006,38
"Book Review","Kendall's Advanced Theory of Statistics, Vol. 1: Distribution Theory, Kendall's Advanced Theory of Statistics, Vol. 2A: Classical Inference and the Linear Model","David H Annis",199,476,2006,39
"Book Review","Introduction to Nonparametric Regression","Willis A Jensen",77,476,2006,40
"Book Review","Semiparametric Regression","Yoonkyung Lee",90,476,2006,41
"Book Review","Quantile Regression","Jana Jurečková",145,476,2006,42
"Book Review","Image Processing and Jump Regression Analysis","Yazhen Wang",42,476,2006,43
"Book Review","Generalized, Linear, and Mixed Models","Mary Kathryn Cowles",79,476,2006,44
"Book Review","Mixed Models: Theory and Applications","Edward F Vonesh",97,476,2006,45
"Book Review","Modeling Longitudinal Data","Zhigang Zhang",58,476,2006,46
"Book Review","Linear Models for Optimal Test Design","Jeffrey Douglas",40,476,2006,47
"Book Review","Applied Adaptive Statistical Methods: Tests of Significance and Confidence Intervals","Russell V Lenth",36,476,2006,48
"Book Review","Functional Analysis for Probability and Stochastic Processes: An Introduction. Adam Bobrowski","N. H Bingham",50,476,2006,49
"Book Review","SAS for Monte Carlo Studies: A Guide for Quantitative Researchers","Jeff M Allen",71,476,2006,50
"Book Review","Missing Data and Small-Area Estimation: Modern Analytical Equipment for the Survey Statistician","Monica Pratesi#Nicola Salvati",41,476,2006,51
"Book Review","Kernel Methods for Pattern Analysis","M Last",191,476,2006,52
"Book Review","Introductory Econometrics: Using Monte Carlo Simulation With Microsoft Excel","Ryan E Wiegand",72,476,2006,53
"Book Review","Binomial Models in Finance","Wai F Chiu",82,476,2006,54
"Book Review","Quantitative Risk Management: Concepts, Techniques, and Tools","Christine M Anderson-Cook",202,476,2006,55
"Book Review","Forecasting: Practice and Process for Demand Management","Ginger M Davis",70,476,2006,56
"Book Review","Bayesian Statistics and Marketing","David H Annis",62,476,2006,57
"Book Review","Statistical Modelling in Glim4","Daniel B Hall",28,476,2006,58
"Book Review","Statistical Monitoring of Clinical Trials: Fundamentals for Investigators","Debajyoti Sinha",29,476,2006,59
"Book Review","Handbook of Exponential and Related Distributions for Engineers and Scientists","Charles Annis",35,476,2006,60
"Book Review","Telegraphic Reviews","",31,476,2006,61
"Editorial","2006 Editorial Collaborators","",39,476,2006,62
"Primary Article","Recidivism and Social Interactions","Sibel Sirakaya",207,475,2006,1
"Primary Article","Testing for Racial Profiling in Traffic Stops From Behind a Veil of Darkness","Jeffrey Grogger#Greg Ridgeway",504,475,2006,2
"Primary Article","Randomization Inference With Natural ExperimentsAn Analysis of Ballot Effects in the 2003 California Recall Election","Daniel E Ho#Kosuke Imai",168,475,2006,3
"Primary Article","Evaluating Kindergarten Retention PolicyA Case Study of Causal Inference for Multilevel Observational Data","Guanglei Hong#Stephen W Raudenbush",456,475,2006,4
"Primary Article","A Hierarchical Multivariate Two-Part Model for Profiling Providers' Effects on Health Care Charges","John W Robinson#Scott L Zeger#Christopher B Forrest",89,475,2006,5
"Primary Article","Multiple Imputation of Missing Income Data in the National Health Interview Survey","Nathaniel Schenker#Trivellore E Raghunathan#Pei-Lu Chiu#Diane M Makuc#Guangyu Zhang#Alan J Cohen",219,475,2006,6
"Primary Article","Bayesian Inference for a Two-Part Hierarchical ModelAn Application to Profiling Providers in Managed Health Care","Min Zhang#Robert L Strawderman#Mark E Cowen#Martin T Wells",148,475,2006,7
"Primary Article","Investigating Heterogeneity in Pneumococcal TransmissionA Bayesian MCMC Approach Applied to a Follow-up of Schools","Simon Cauchemez#Laura Temime#Didier Guillemot#Emmanuelle Varon#Alain-Jacques Valleron#Guy Thomas#Pierre-Yves Boëlle",60,475,2006,8
"Primary Article","Trees for Correlated Survival Data by Goodness of Split, With Applications to Tooth Prognosis","Juanjuan Fan#Xiao-Gang Su#Richard A Levine#Martha E Nunn#Michael LeBlanc",78,475,2006,9
"Primary Article","Calibrated Probabilistic Forecasting at the Stateline Wind Energy CenterThe Regime-Switching Space–Time Method","Tilmann Gneiting#Kristin Larson#Kenneth Westrick#Marc G Genton#Eric Aldrich",228,475,2006,10
"Primary Article","Quantile Autoregression","Roger Koenker#Zhijie Xiao",468,475,2006,11
"Primary Article","Comment","Jianqing Fan#Yingying Fan",50,475,2006,12
"Primary Article","Comment","Keith Knight",40,475,2006,13
"Primary Article","Comment","Marc Hallin#Bas J.M Werker",42,475,2006,14
"Primary Article","Comment","Christian M Hafner#Oliver B Linton",49,475,2006,15
"Primary Article","Comment","P. M Robinson",47,475,2006,16
"Primary Article","Rejoinder","Roger Koenker#Zhijie Xiao",46,475,2006,17
"Primary Article","Functional Variance Processes","Hans-Georg Müller#Ulrich Stadtmüller#Fang Yao",99,475,2006,18
"Primary Article","Estimation in Multiple-Frame Surveys","Sharon Lohr#J. N. K Rao",156,475,2006,19
"Primary Article","Optimal and Efficient Crossover Designs When Subject Effects Are Random","A. S Hedayat#John Stufken#Min Yang",69,475,2006,20
"Primary Article","On Lower Tolerance Limits With Accurate Coverage Probabilities for the Normal Random Effects Model","Shun-Yi Chen#Bernard Harris",41,475,2006,21
"Primary Article","Statistical Inference for the Difference Between the Best Treatment Mean and a Control Mean","Chu-In Charles Lee#Jianan Peng#Lin Liu",47,475,2006,22
"Primary Article","Estimation in Linear Models Based on Observations With Unknown and Possibly Unequal Scaling","Søren Tolver Jensen#Jesper Madsen",38,475,2006,23
"Primary Article","Geoadditive Survival Models","Andrea Hennerfeind#Andreas Brezger#Ludwig Fahrmeir",141,475,2006,24
"Primary Article","Locally Efficient Estimation With Bivariate Right-Censored Data","Christopher M Quale#Mark J van der Laan#James R Robins",48,475,2006,25
"Primary Article","Rank Estimation of Accelerated Lifetime Models With Dependent Censoring","Limin Peng#Jason P Fine",113,475,2006,26
"Primary Article","Estimating a Unimodal Distribution From Interval-Censored Data","Lutz Dümbgen#Sandra Freitag-Wolf#Geurt Jongbloed",88,475,2006,27
"Primary Article","Nonparametric Two-Sample Methods for Ranked-Set Sample Data","Michael A Fligner#Steven N MacEachern",114,475,2006,28
"Primary Article","A Statistical Measure of Regularity for the Study of Wind-Generated Wave Field Images","Finbarr O'Sullivan#Kingshuk Roy Choudhury",39,475,2006,29
"Primary Article","Bayes Linear Calibrated Prediction for Complex Systems","Michael Goldstein#Jonathan Rougier",105,475,2006,30
"Primary Article","Likelihood Subgradient Densities","Kjell Nygren#Lan Ma Nygren",37,475,2006,31
"Primary Article","Post-Processing Posterior Predictive p Values","Nils Lid Hjort#Fredrik A Dahl#Gunnhildur Högnadóttir Steinbakk",193,475,2006,32
"Primary Article","Generalized Poststratification and Importance Sampling for Subsampled Markov Chain Monte Carlo Estimation","Subharup Guha#Steven N MacEachern",46,475,2006,33
"Primary Article","On m out of n Bootstrapping for Nonstandard M-Estimation With Nuisance Parameters","Stephen M. S Lee#M. C Pun",90,475,2006,34
"Primary Article","Principal Components Analysis Based on Multivariate MM Estimators With Fast and Robust Bootstrap","Matías Salibián-Barrera#Stefan Van Aelst#Gert Willems",164,475,2006,35
"Primary Article","Estimation and Testing for Varying Coefficients in Additive Models With Marginal Integration","Lijian Yang#Byeong U Park#Lan Xue#Wolfgang Härdle",92,475,2006,36
"Primary Article","Efficient Estimation of Semiparametric Multivariate Copula Models","Xiaohong Chen#Yanqin Fan#Viktor Tsyrennikov",329,475,2006,37
